ID,Sens_0mM_r1,Sens_0mM_r2,Sens_0mM_r3,Sens_15mM_r1,Sens_15mM_r2,Sens_15mM_r3,Tol_0mM_r1,Tol_0mM_r2,Tol_0mM_r3,Tol_15mM_r1,Tol_15mM_r2,Tol_15mM_r3
ESR63731,8.9465,8.5963,8.896,8.7059,8.8403,8.7593,8.5545,8.662,8.778,8.726,8.6725,8.4218
ESR56996,6.9018,6.7779,7.1243,7.1207,7.2023,7.1878,6.9935,6.8899,7.0635,6.9116,7.1728,7.2134
ESR61401,8.2125,8.758,8.5234,8.7403,8.6179,8.6503,8.5935,8.6136,8.6849,8.5512,8.5118,8.7319
ESR62495,9.446,9.1663,9.1283,9.0348,9.203,9.0968,9.2094,9.2422,8.8252,9.088,9.2439,9.1177
ESR64659,6.0861,6.5511,6.5097,6.4714,6.4912,6.5933,6.2479,6.3629,6.4606,6.5551,6.5512,6.4301
ESR58289,8.1762,8.354,8.0933,8.4962,8.3548,8.3443,8.402,8.229,8.3227,8.657,8.2796,8.4134
ESR60389,10.2829,10.5851,10.5059,10.5937,10.541,10.4716,10.1002,10.3,10.4813,10.4699,10.332,10.3372
ESR36600,7.043,7.2633,7.3118,7.4216,7.5403,7.282,7.4826,7.2571,7.3487,7.1081,7.4601,7.2707
ESR62048,10.3415,10.0215,10.067,10.2048,10.3438,10.2233,9.9633,9.9561,9.992,9.9609,10.1229,9.9727
ESR54498,8.795,8.6111,8.7544,8.7059,9.0103,8.6218,8.5545,8.9508,8.6591,8.7918,8.6525,8.5431
ESR60707,9.2443,8.8356,9.0514,8.7335,8.993,8.9722,9.1584,8.9396,8.9531,8.8952,8.835,9.1177
ESR38620,9.7478,9.7038,9.4209,9.5671,9.364,9.4125,9.7501,9.7761,9.5536,9.4872,9.7176,9.5927
ESR61570,7.5003,7.5043,7.063,7.4552,7.4919,7.3876,7.4826,7.3613,7.2994,7.3012,7.6058,7.2518
ESR60753,7.9073,7.7909,8.0199,8.1313,7.9635,7.6364,7.9408,7.8653,7.9804,7.7172,7.812,7.6904
ESR44121,8.1884,8.4227,8.2846,8.2315,8.2027,8.2818,7.9999,8.1143,8.5223,8.293,8.1044,8.3963
ESR46210,8.4441,8.5963,8.6678,8.5823,8.4166,8.3355,8.7279,8.5924,8.5855,8.7335,8.2709,8.5586
ESR61499,8.8344,9.0679,8.8603,9.2839,9.0217,8.8483,8.8346,8.934,9.0206,9.1054,9.0988,8.8113
ESR59610,10.0349,10.4227,10.0799,10.5124,10.451,10.2974,10.262,10.3557,10.4665,10.4059,10.3508,10.3527
ESR64252,8.8803,8.6688,8.6882,8.6989,9.1205,8.8666,8.7794,8.9508,8.7959,9.0286,9.0282,8.9109
ESR66610,11.8301,12.1404,12.1016,12.3684,12.2621,12.2968,11.9351,12.0725,12.1818,12.1516,12.1561,12.1391
ESR39247,7.0696,7.52,7.4777,7.316,7.2612,7.1281,7.4118,7.2571,7.3487,7.417,7.1914,7.4958
ESR33491,12.2189,12.4095,12.3752,12.5444,12.6776,12.4139,12.5484,12.6525,12.6357,12.5292,12.6795,12.664
ESR57400,9.2501,9.4883,9.3065,9.6345,9.5684,9.5286,9.652,9.6786,9.6019,9.5812,9.708,9.6975
ESR47325,9.1723,9.633,9.1822,9.5003,9.3505,9.2632,9.3411,9.5559,9.4329,9.4287,9.5514,9.4134
ESR36708,11.2089,11.0503,10.903,11.211,11.188,11.1884,10.9239,10.7947,11.1026,11.1872,10.9817,10.9109
ESR51765,10.28,10.587,10.5001,10.6867,10.7109,10.4915,10.5145,10.7361,10.2776,10.5418,10.6041,10.5078
ESR35524,7.5579,7.5814,7.6682,7.5041,7.1616,7.3002,7.4547,7.5496,7.412,7.6398,7.3651,7.4133
ESR65660,7.7011,7.8668,7.6819,7.8827,7.9275,8.0548,7.4826,7.7926,7.6797,7.747,7.7631,7.8619
ESR37660,9.8892,10.3994,10.1356,10.1184,10.0161,10.0439,10.194,10.4013,10.2475,10.1595,10.1132,10.1914
ESR49694,8.5425,8.3273,8.4212,8.3162,8.0989,8.3355,8.365,8.4341,8.5437,8.3811,8.0647,8.2894
ESR56475,8.0072,7.5043,7.7483,7.7127,7.8782,7.7595,7.6764,7.9232,7.5591,7.9007,7.7999,7.7853
ESR56777,8.996,9.2864,9.3065,9.0731,9.1311,8.9609,9.4008,9.3089,9.2327,9.1618,9.3998,9.2755
ESR40129,9.2559,9.52,9.4572,9.774,9.6697,9.6955,9.6272,9.801,9.6682,9.5604,9.625,9.615
ESR51602,8.5614,9.0132,8.5609,8.839,8.6768,8.7981,8.5545,8.6484,8.8597,8.6881,8.639,8.5662
ESR42247,8.1884,7.9622,8.3459,8.0892,8.1517,8.1479,8.066,8.3521,7.9054,8.2828,8.3308,8.2231
ESR55255,7.3776,7.2444,7.1832,7.3698,7.2023,6.9326,7.3063,7.2571,7.3964,7.1081,6.9938,7.1738
ESR53273,9.4811,9.4393,9.6468,9.6814,9.58,9.7722,9.5235,9.339,9.7683,9.7889,9.5001,9.4838
ESR43288,8.989,8.7646,8.9076,8.7606,8.8595,8.9609,8.6744,8.735,8.9424,8.5846,8.5697,8.655
ESR35835,7.4197,7.2059,7.2941,7.0345,7.2992,7.4701,7.3373,7.5048,7.4274,7.5241,7.4601,7.5117
ESR65884,9.3128,9.2864,9.4808,9.4219,9.2762,9.2771,9.4687,9.5704,9.3012,9.1054,9.4926,9.1177
ESR49600,12.2182,12.4655,12.3319,12.7362,12.6748,12.6546,12.3897,12.4477,12.482,12.4962,12.5496,12.5158
ESR36735,9.7101,9.4762,9.6641,9.2932,9.4677,9.3872,9.6824,9.6953,9.3505,9.3914,9.47,9.4511
ESR58426,10.6482,10.3887,10.5097,10.2317,10.3023,10.3087,10.7014,10.5757,10.5033,10.4059,10.5583,10.5624
ESR55689,8.5233,8.6403,8.6117,8.48,8.6403,8.5015,8.365,8.3689,8.6591,8.4279,8.1621,8.4134
ESR57922,9.3128,9.1462,9.093,9.2268,8.9399,8.9321,8.8982,8.8998,9.0358,9.1169,8.8757,8.8988
ESR54218,8.2479,8.5278,8.2298,8.5593,8.4079,8.3178,8.1813,8.3352,8.5079,8.313,8.4514,8.0914
ESR53515,8.9465,9.2818,9.2013,9.2219,9.203,9.0968,9.201,9.3433,9.5109,9.4055,9.2527,9.1281
ESR41369,8.4542,8.8419,8.626,8.8262,8.8532,8.8666,8.6376,8.4656,8.8252,8.7185,8.6117,8.7319
ESR50012,9.4811,9.4393,9.4925,9.5555,9.6181,9.7057,9.7269,9.7119,9.5779,9.8588,9.8981,9.7251
ESR37311,8.2362,8.0517,8.2846,8.3611,8.5486,8.2541,8.1982,8.5489,8.2203,8.1441,8.3224,8.3169
ESR63918,8.2711,8.0299,8.1534,7.9665,7.8271,7.6786,7.9903,7.9679,8.0517,8.0153,7.9817,8.004
ESR50668,11.2044,11.0326,11.2188,11.2183,11.1033,11.5042,11.319,11.2476,11.1098,11.4293,11.4456,11.3282
ESR53383,11.4101,10.9316,11.2546,11.0664,11.3093,11.0586,11.2607,11.2213,10.9787,11.1913,11.2688,11.0498
ESR42125,10.696,10.8882,10.9989,10.7641,10.7577,10.741,11.0447,11.0211,11.1299,10.835,10.7522,10.7572
ESR35812,8.0877,7.939,7.8607,7.8325,7.6325,7.9893,8.0475,8.0325,7.8029,8.0153,8.1621,8.0263
ESR42708,11.3018,11.6303,11.4339,11.7931,11.6359,11.6669,11.5377,11.6951,11.5238,11.385,11.7285,11.6011
ESR55302,7.7678,7.8913,8.1035,7.5201,7.7606,7.811,7.9707,7.9569,7.8029,7.7905,7.7125,7.8494
ESR43453,8.9101,9.0076,8.9364,9.0459,8.993,9.2399,8.6744,8.7414,8.854,8.9019,8.87,8.8495
ESR54286,9.0166,8.823,9.2843,9.3344,9.0774,9.1528,8.9935,9.1039,8.995,8.9793,8.9376,8.9524
ESR66198,10.0042,9.551,9.671,9.6012,9.5761,9.6324,9.5336,9.4807,9.7378,9.6964,9.4392,9.6187
ESR60564,7.5003,8.0299,7.7483,7.8578,7.8907,7.8236,7.7472,8.0219,7.9804,7.7616,7.7631,7.8494
ESR54217,9.4409,9.6439,9.7015,9.7707,9.8501,9.6678,9.6083,9.5037,9.3625,9.5004,9.7556,9.5393
ESR51247,11.306,11.5278,11.2397,11.306,11.1127,11.4706,11.1605,11.0667,11.4034,11.179,11.3119,11.4303
ESR38641,8.5233,8.6111,8.485,8.6418,8.8403,8.8421,8.3799,8.5995,8.4563,8.5512,8.4202,8.5814
ESR51420,9.5155,9.5701,9.3712,9.4923,9.7231,9.7125,9.3373,9.3768,9.2327,9.5307,9.5075,9.5701
ESR62041,8.795,9.1912,9.158,9.2219,9.281,9.1276,9.0128,9.1676,9.3012,9.2477,8.981,9.2232
ESR43981,9.9077,9.7175,9.6948,9.536,9.5369,9.6852,9.8765,9.5595,9.5181,9.6499,9.6521,9.9258
ESR48173,8.9247,9.2818,8.8901,9.0893,9.2129,9.0223,8.9341,8.7796,9.0358,9.0041,8.8409,8.9288
ESR51314,9.5251,9.8356,9.5345,9.737,9.3729,9.6035,9.5402,9.6273,9.5466,9.4055,9.5621,9.3123
ESR46037,8.9393,8.7646,9.1283,9.1622,8.7334,9.102,8.8773,8.9784,8.778,8.8131,8.8584,8.9109
ESR43166,12.9002,12.8217,12.7455,13.0044,13.1234,12.7863,12.6584,12.7165,12.7307,12.8387,12.7216,12.6104
ESR36283,8.4743,8.6759,8.4693,8.3699,8.5005,8.4292,8.256,8.3437,8.704,8.4731,8.2084,8.4878
ESR42915,9.5251,9.8481,9.6079,9.7971,9.8565,9.6108,9.8364,9.885,9.6321,9.456,9.7986,9.6224
ESR41001,9.335,9.5472,9.4452,9.7938,9.7712,9.6608,9.4008,9.4096,9.489,9.63,9.4889,9.589
ESR35774,10.3442,10.5433,10.3347,10.2769,10.4362,10.2257,10.6438,10.7051,10.5427,10.4766,10.5348,10.5217
ESR52059,10.1673,10.5336,10.3173,10.5302,10.451,10.4228,10.3076,10.1625,10.5497,10.6001,10.3528,10.4838
ESR66390,10.6526,11.1075,10.9517,11.121,10.8276,10.871,10.8279,10.8086,11.0326,10.7437,10.7755,10.8098
ESR43255,9.5008,9.5776,9.6186,9.1874,9.6697,9.4249,9.6366,9.6027,9.7531,9.6058,9.4851,9.637
ESR41807,8.1263,7.683,7.7994,7.7266,7.6473,7.733,7.8472,7.7549,7.6538,7.8467,7.8358,7.5431
ESR43813,8.8498,9.1308,9.1333,9.1973,9.0442,9.1873,8.8721,8.9893,8.8077,8.8201,8.9042,9.0808
ESR51466,8.552,8.2538,8.4693,8.7059,8.7054,8.3443,8.4523,8.6823,8.5151,8.5846,8.6725,8.4552
ESR41712,7.6313,7.7379,7.908,7.5514,7.5244,7.7463,7.5892,7.9232,7.4577,7.702,7.6195,7.7853
ESR49459,10.1948,10.7003,10.664,10.6636,10.7074,10.4776,10.6126,10.6479,10.7406,10.5524,10.623,10.6297
ESR50915,10.668,10.4742,10.4023,10.4283,10.419,10.5721,10.2721,10.184,10.284,10.6143,10.3895,10.3101
ESR49502,9.654,9.9651,9.9589,9.9754,9.8942,9.8665,9.7757,9.7603,10.0202,9.8416,9.5186,9.7919
ESR37647,9.5008,9.4923,9.4847,9.5321,9.6404,9.5703,9.2094,9.3176,9.3137,9.5135,9.3511,9.1839
ESR38202,8.2244,7.9964,8.1136,8.2218,8.2325,8.0441,8.0191,8.1632,7.8721,8.4186,7.9923,8.1435
ESR34401,9.8665,9.3496,9.4611,9.5747,9.6441,9.4249,9.437,9.5412,9.4098,9.6018,9.7112,9.5393
ESR58596,8.8029,9.3584,9.2388,9.2268,9.364,9.1677,9.2177,9.21,9.2151,9.1054,9.152,9.0755
ESR65821,10.0782,9.5776,9.8661,9.774,9.7542,9.9085,9.9682,9.9506,9.7097,10.017,9.9912,9.8114
ESR53483,8.6958,8.6258,8.5385,8.4636,8.3275,8.7658,8.6984,8.8707,8.5007,8.7034,8.6254,8.5964
ESR37600,6.9881,6.9034,6.9088,6.7935,6.9864,6.9557,6.9341,6.7433,6.8051,7.1081,6.5512,6.9812
ESR60051,8.4441,8.6969,8.6814,8.774,8.7677,8.5778,8.7681,9.0425,8.7839,8.8131,8.7308,8.6113
ESR47838,8.787,8.9448,8.8052,8.8133,8.8847,8.6644,8.9341,8.5995,9.1469,8.9346,8.7498,8.9347
ESR53363,7.8158,7.9033,7.7994,7.6122,7.6175,7.7463,7.8146,7.4268,7.8147,7.8874,7.7999,7.5585
ESR33241,11.1725,11.0997,11.3731,11.0973,11.1391,11.1908,11.3581,11.5427,11.3213,11.451,11.2611,11.3985
ESR60410,9.0371,9.1154,9.0409,9.0348,8.9578,8.9379,9.201,9.3768,9.1092,8.8271,9.2078,9.1739
ESR39781,10.5475,10.9123,10.7525,10.8658,10.8341,10.7915,10.8904,11.0316,11.0488,10.9176,10.9629,11.0714
ESR50191,8.5425,8.5042,8.6609,8.4047,8.6028,8.699,8.7453,8.8998,8.7415,8.7335,8.8815,8.7251
ESR63499,9.2384,9.1154,9.0619,9.0348,8.9278,9.221,9.167,9.1385,9.2544,9.2632,8.8815,9.3834
ESR54104,10.1139,10.1153,10.227,10.3344,10.2763,10.3353,10.3366,10.4997,10.3112,10.5919,10.498,10.3747
ESR46890,9.3783,9.7712,9.7862,9.8798,9.8405,9.7819,9.6643,9.8645,9.9499,9.6888,9.743,9.687
ESR51426,9.1159,9.4058,9.3627,9.4219,9.2715,9.4083,9.1189,9.1771,9.5917,9.4916,9.3091,9.3571
ESR47340,10.7832,10.7662,10.7733,10.7164,10.7003,10.7931,10.6204,10.5391,10.4609,10.6384,10.4924,10.3527
ESR33092,9.7478,9.4681,9.7346,9.6272,9.3277,9.4166,9.5892,9.5741,9.3745,9.4287,9.4275,9.3438
ESR66170,10.2009,10.2396,10.1282,10.1418,9.788,9.8756,10.1181,10.0159,10.2146,9.932,10.1229,9.9465
ESR56415,9.7804,9.5082,9.6914,9.54,9.5915,9.4166,9.7152,9.6168,9.2239,9.5688,9.6078,9.6113
ESR38034,10.2714,10.3451,10.1381,10.2557,10.4404,10.2328,10.0498,10.0578,10.3899,10.3267,9.9699,10.1938
ESR45280,8.6612,8.1763,8.5756,8.48,8.4423,8.5704,8.3947,8.3521,8.2203,8.517,8.314,8.4218
ESR62835,10.6482,11.0104,10.8616,11.0473,10.9859,11.0344,10.7467,10.6968,11.0476,11.0081,10.8284,10.9827
ESR43348,8.6524,8.4476,8.5974,8.3874,8.3548,8.4936,8.327,8.1823,8.5366,8.362,8.1901,8.3615
ESR37490,11.5877,11.8261,11.9261,11.6208,11.6789,11.5062,11.7622,11.5129,11.8945,11.6013,11.7529,11.548
ESR35486,11.1336,10.8466,11.0499,10.9224,10.8881,11.0465,10.8943,10.7681,10.6679,10.7251,10.7412,10.7837
ESR66089,12.965,12.4987,12.8956,12.5989,12.4978,12.6902,12.631,12.6335,12.6522,12.686,12.5446,12.547
ESR51604,11.306,11.0118,11.1393,11.1302,11.2752,11.0559,11.1649,11.2282,11.3459,11.543,11.2829,11.336
ESR60291,8.8109,8.7175,8.9534,8.8003,8.9399,8.6146,8.6744,8.9056,8.4712,8.8201,8.7245,8.6187
ESR46866,11.9289,11.5681,11.7532,11.8666,11.9903,11.7242,11.6435,11.5593,11.6258,11.7831,11.634,11.5824
ESR46051,8.5329,8.2253,8.2391,8.001,8.1517,8.0548,8.3347,8.3352,8.3792,8.1882,8.2622,8.1537
ESR38703,7.1215,7.1664,7.1442,7.1207,6.9391,6.7599,7.1584,7.1252,7.2131,7.1533,6.9288,7.2893
ESR38975,8.7789,8.8852,8.6882,8.9133,8.7945,9.0493,9.0459,8.9729,9.1376,8.9855,9.1086,9.1073
ESR35166,8.6872,8.758,8.695,8.7471,8.5565,8.7261,8.9838,8.767,8.5578,8.3906,8.7052,8.7722
ESR36736,10.3167,10.0918,10.0722,9.889,9.9066,9.9378,10.0381,9.9836,9.8042,9.7817,9.8953,10.0291
ESR44682,9.3729,9.651,9.4412,9.6455,9.3231,9.559,9.4298,9.7508,9.6939,9.6499,9.526,9.7387
ESR44307,8.6524,8.8482,8.5158,8.649,8.7744,8.6784,8.5676,8.6346,8.9424,8.8271,8.6791,8.9813
ESR66012,8.5137,8.7311,8.3799,8.48,8.7194,8.6433,8.7962,8.8349,8.6785,8.7185,8.8584,8.6835
ESR38914,8.8109,9.1563,9.0514,9.2746,9.1879,9.2163,9.1497,9.3219,8.9044,9.0646,9.089,9.1588
ESR37628,8.6786,9.0997,8.9307,9.1157,9.203,8.8908,9.0318,9.1579,9.0358,8.8684,9.064,9.0152
ESR39355,8.1762,8.0408,7.7613,8.1519,7.8782,8.0224,8.1982,8.3093,8.1291,8.087,8.0747,8.1229
ESR51637,8.2596,8.7513,8.7349,8.7872,8.5952,8.6361,8.7162,8.767,8.6525,8.5596,8.5554,8.7251
ESR32691,8.7545,8.6688,8.8901,8.6848,8.684,8.3874,8.7794,8.5489,8.6849,8.437,8.6117,8.5118
ESR52477,7.922,8.2444,8.2574,8.3433,8.1621,8.1176,8.1727,8.4261,8.2809,8.4186,8.3055,8.3963
ESR35130,9.3568,8.9794,9.542,9.0999,9.3045,9.2019,9.3562,9.2782,9.2239,9.2581,9.3998,9.1987
ESR57773,9.1031,9.0517,8.9923,9.1622,9.1311,9.2907,9.0783,9.3517,8.9742,8.9085,9.2877,9.3032
ESR61711,10.9359,10.859,10.6862,11.1837,10.9386,11.0665,10.8904,10.7602,11.1275,10.9209,10.8809,11.0498
ESR51732,7.8469,7.8293,8.2111,8.0998,8.1927,7.7855,8.0568,7.9345,7.9488,8.1101,7.8937,8.0914
ESR33667,9.6888,10.0918,9.8298,9.9783,10.0527,9.6573,9.6673,9.911,9.8535,9.8067,9.7336,9.8178
ESR63141,9.0166,9.0243,9.1774,9.0237,8.9278,8.8666,8.8773,8.6552,9.0557,8.841,8.7622,8.8178
ESR41997,9.16,9.1663,9.3963,9.4303,9.5048,9.5286,9.4929,9.6617,9.4817,9.3867,9.4926,9.3394
ESR32859,7.9794,8.4143,8.2574,8.2508,8.1723,8.0865,8.3575,8.4019,8.2203,8.2204,8.1335,8.4716
ESR38161,7.8469,7.7513,7.8846,7.627,7.6175,7.885,7.9508,7.8294,8.0317,8.1101,7.7999,7.8988
ESR36490,9.591,9.5586,9.7148,9.6491,9.5289,9.4657,9.6489,9.9699,9.4214,9.5604,9.7493,9.6764
ESR49284,9.8084,9.7141,9.5458,9.8921,9.996,9.5925,9.8843,9.9754,9.6714,9.6733,9.8522,9.7689
ESR62161,9.135,9.4558,9.2108,9.2072,9.4425,9.0706,9.375,9.5037,9.2151,9.1339,9.3218,9.1588
ESR48225,7.6666,8.1257,7.8365,7.9072,7.8907,8.0004,7.8036,7.7549,8.1006,8.0986,7.971,7.9812
ESR63302,9.549,9.8229,9.7477,9.9103,9.6551,9.9946,9.5168,9.7086,9.9176,9.8243,9.6983,9.7589
ESR37379,8.1135,8.136,8.4212,8.0347,8.3275,8.3089,8.4381,8.3266,8.4712,8.199,8.2175,8.102
ESR33323,9.7312,9.9063,10.1282,9.9462,9.7947,10.1402,10.1226,9.7086,9.9257,9.9704,9.9806,9.9669
ESR45485,10.3899,10.8867,10.4709,10.7489,10.8129,10.7091,10.7366,10.8024,10.7891,10.5919,10.7206,10.7302
ESR64619,11.1786,10.8744,11.0564,11.2353,11.3664,11.1823,11.0377,11.0171,10.9865,11.3071,11.1032,10.9927
ESR41811,10.5451,10.0918,10.4188,10.2533,10.1521,10.2114,10.254,10.2121,10.0676,10.1002,10.1205,10.0915
ESR33468,11.6964,11.4701,11.7005,11.4943,11.4916,11.6198,11.6711,11.6649,11.1999,11.4867,11.6783,11.5596
ESR55403,8.7462,8.9737,8.6814,8.9073,8.8722,8.7126,8.5999,8.5852,8.7291,8.8201,8.8584,8.4878
ESR57378,9.2847,9.2443,9.5863,9.3344,9.5289,9.4414,9.4008,9.5522,9.3095,9.1339,9.5001,9.228
ESR66239,9.7683,10.1205,9.8781,10.0125,10.036,10.1122,10.0239,9.9533,10.075,9.7709,9.6918,9.8651
ESR62705,7.9073,7.6969,8.0091,7.7538,8.0881,7.8729,7.7586,7.5496,7.8833,7.9399,7.7877,7.8866
ESR61618,7.2436,7.084,7.3804,7.0122,7.0984,7.2262,7.1584,7.2571,7.2825,7.5068,7.2457,7.0263
ESR63641,8.6786,8.6185,8.7217,8.7606,8.655,8.7261,8.4093,8.4181,8.4106,8.8548,8.6186,8.5889
ESR66045,7.5003,7.5964,7.554,7.5358,7.7469,7.4212,7.5633,7.5642,7.6273,7.3012,7.2457,7.6764
ESR38327,9.3994,9.5239,9.5606,9.7674,9.6842,9.6108,9.318,9.3933,9.4817,9.3139,9.3797,9.4176
ESR43655,8.2125,8.0188,7.8727,7.7805,7.7469,8.097,7.9205,7.9898,7.8029,7.9139,8.0747,8.0914
ESR43207,11.313,11.0799,11.2751,11.3356,11.2692,11.3242,11.0164,10.8994,11.1264,11.2704,11.1348,11.0278
ESR41953,8.3163,8.3887,8.2391,7.9896,7.9635,8.0761,8.2479,8.2472,8.2894,8.0275,8.0238,8.0914
ESR62814,7.5003,8.0299,7.6954,7.6847,7.84,7.6075,7.7356,7.742,7.9164,7.8874,7.7506,7.8619
ESR56324,7.8774,7.7513,7.7483,7.7266,7.5561,7.6075,7.5892,7.742,7.3648,7.7321,7.8937,7.6764
ESR49756,9.335,9.2864,9.2617,9.4842,9.4884,9.3744,9.2424,9.0373,9.17,9.2632,9.1987,9.0429
ESR34355,12.2241,11.9907,12.1274,12.1508,12.0005,12.3276,11.9269,11.8826,12.0623,12.3066,12.0877,12.2328
ESR58890,9.2088,9.2204,9.4572,9.6635,9.3138,9.5515,9.3296,9.2377,9.2371,9.3914,9.2304,9.3571
ESR63541,11.0254,10.8957,11.0708,11.0759,11.2094,11.0317,10.8468,10.7807,11.0148,11.2793,10.9493,10.8943
ESR54137,9.0438,9.3451,9.1432,9.5861,9.208,9.2399,9.11,9.196,9.3219,9.2632,9.3998,9.3169
ESR42038,7.7181,7.5511,7.446,7.4717,7.4919,7.622,7.7122,7.7926,7.8147,7.3603,7.5054,7.6038
ESR33482,7.6313,7.2253,7.4299,7.6705,7.3178,7.5017,7.6884,7.5642,7.5308,7.3983,7.3814,7.3962
ESR54312,10.7236,10.3758,10.5268,10.4862,10.4082,10.5552,10.3947,10.3022,10.199,10.4854,10.4292,10.2352
ESR36638,7.8623,8.0408,8.1632,8.0458,8.1096,7.9323,7.7472,7.8771,8.0012,8.0275,7.6996,7.8241
ESR54928,10.6504,10.8021,10.6221,11.0459,11.0176,10.9334,10.9188,11.0897,10.8814,10.911,10.9356,10.9784
ESR58926,8.6612,8.4311,8.4048,8.649,8.4252,8.2259,8.5145,8.4341,8.4183,8.5084,8.3883,8.1638
ESR58782,11.022,11.0312,11.0786,11.4113,11.3461,11.2792,11.0622,11.0224,11.1381,11.2729,11.1645,10.9741
ESR63352,9.6183,9.4923,9.367,9.5937,9.2998,9.8012,9.5892,9.4807,9.6053,9.63,9.5728,9.7689
ESR35347,10.3793,9.9182,10.3519,10.1184,10.3885,10.2609,10.2066,10.2624,10.0278,10.1202,10.2279,10.1099
ESR54179,9.9077,10.1738,10.1055,10.1673,10.0884,10.0002,10.2356,10.2283,9.8928,9.7996,10.2052,10.1073
ESR53379,7.7181,7.6258,7.4299,7.1619,7.6024,7.4212,7.3824,7.3613,7.3964,7.417,7.5054,7.4634
ESR55877,7.6491,7.7646,7.554,7.7127,7.5872,7.4701,7.77,7.8415,7.6139,7.8739,7.3975,7.6904
ESR45405,6.6775,6.8792,6.9989,7.0345,6.6466,6.9557,6.6683,6.7433,6.9614,6.9632,6.9288,6.7318
ESR53424,9.1159,9.2204,9.1383,9.3568,9.2278,9.4454,9.2906,8.9284,9.4176,9.3483,9.3218,9.2472
ESR60402,8.1006,8.1763,8.5005,8.3162,8.1825,8.1479,8.3874,8.3937,8.1385,8.2098,8.3308,8.5197
ESR61686,8.6786,9.0463,8.9758,9.121,8.9156,9.1377,9.1497,8.9508,8.9262,8.9855,9.1184,9.2037
ESR53400,10.4821,10.6934,10.8735,10.9134,10.9446,10.7575,10.7043,10.7474,10.9457,10.977,10.8329,10.9139
ESR66575,7.1468,6.9507,7.2397,7.2217,7.2222,7.4045,7.0506,7.1053,7.0831,7.4354,7.332,7.1537
ESR57592,9.0505,9.2059,9.2108,9.2793,9.1879,8.9086,9.2094,8.8998,9.1329,8.9539,8.9376,8.9169
ESR46969,9.3072,9.002,8.8361,9.0731,8.8011,9.102,9.0506,9.1336,8.937,9.0646,8.8409,9.0374
ESR36822,9.8929,9.6294,9.7346,9.6235,9.5169,9.6181,9.8738,10.0025,9.5814,9.7781,9.7618,9.7821
ESR33113,11.6607,11.5268,11.7828,11.5757,11.8195,11.6216,11.9357,11.8177,11.4774,11.765,11.8224,11.572
ESR51250,12.2433,12.0291,12.2682,12.2171,12.3198,12.1018,11.9218,11.9683,11.998,12.3503,12.0469,12.1352
ESR65885,9.335,9.3228,9.5458,9.4882,9.3323,9.4495,9.5066,9.6719,9.2414,9.1339,9.4353,9.3877
ESR58221,8.8727,9.3318,9.2708,9.3656,9.2425,9.2115,9.3024,9.3348,9.1654,9.1395,9.0179,9.2661
ESR44824,9.9334,9.7908,9.8019,9.8166,9.8692,10.014,9.6115,9.5225,9.8071,9.9058,9.6386,9.6835
ESR43293,10.0584,10.5002,10.2819,10.4261,10.2131,10.3636,10.3575,10.563,10.4942,10.2085,10.2982,10.4027
ESR38642,8.6435,8.4476,8.3287,8.4636,8.4507,8.6853,8.3423,8.1823,8.2978,8.3229,8.3308,8.4634
ESR66498,7.7011,7.9737,7.7613,7.7672,7.814,7.706,7.8579,8.1632,7.938,7.7172,7.9817,7.7319
ESR35882,10.9377,10.4882,10.6913,10.5302,10.519,10.8771,10.6314,10.5447,10.5303,10.664,10.7412,10.6315
ESR46977,10.045,9.845,9.884,9.9254,9.8275,9.8756,10.1663,10.226,9.8928,9.8858,10.1325,9.8081
ESR37967,8.6076,8.823,8.7017,8.5898,8.7472,8.4778,8.4238,8.7155,8.7229,8.4461,8.4043,8.7113
ESR32875,9.937,9.7209,9.7925,9.8642,10.0133,9.8907,9.6178,9.7053,9.7923,9.964,9.708,9.5393
ESR39705,9.3994,9.5042,9.5827,9.5003,9.3323,9.4975,9.621,9.5595,9.6747,9.8347,9.642,9.7689
ESR39032,8.9465,8.4143,8.7349,8.6271,8.7744,8.6073,8.8401,8.894,8.6194,8.7702,8.6922,8.6905
ESR58684,9.9334,10.0462,9.9673,9.9403,10.0721,9.9665,10.2066,10.4215,9.9552,9.9672,10.0459,9.9436
ESR40897,11.6286,11.3983,11.5512,11.2061,11.2156,11.2138,11.3083,11.2533,11.3224,11.2882,11.1574,11.24
ESR64594,10.2886,9.9708,10.1553,10.1392,10.0075,10.1774,10.2315,10.1456,9.8012,9.9513,10.0484,9.9139
ESR37310,8.4132,8.2348,8.2846,8.2412,8.5086,8.2999,8.2315,8.5489,8.0517,8.199,8.4514,8.3877
ESR55561,8.7627,8.9506,8.64,8.774,8.7264,8.7395,8.6804,8.8106,9.0458,8.6413,8.5839,8.5509
ESR43682,10.2336,9.9564,9.9867,9.8454,9.9066,9.7493,10.0168,10.0052,9.7285,9.7709,10.0407,9.9436
ESR58337,8.6872,8.5663,8.7737,8.8828,8.9459,8.9947,8.6438,8.7796,8.9794,8.9918,8.8467,8.9049
ESR66504,9.5203,9.1512,9.542,9.3299,9.2667,9.4657,9.1884,9.2193,9.1972,9.535,9.3176,9.3032
ESR44314,11.7582,11.6393,11.7605,11.6226,11.6798,11.6279,11.7026,11.6042,11.3809,11.5206,11.4724,11.3032
