ID,Sens_0mM_r1,Sens_0mM_r2,Sens_0mM_r3,Sens_15mM_r1,Sens_15mM_r2,Sens_15mM_r3,Tol_0mM_r1,Tol_0mM_r2,Tol_0mM_r3,Tol_15mM_r1,Tol_15mM_r2,Tol_15mM_r3
ESR42445,5.4378,5.2447,4.959,5.535,5.1169,4.7883,5.4405,6.8664,5.4053,5.2071,5.8169,5.6476
ESR51360,6.8718,6.9034,7.6544,6.1411,6.3892,7.2451,6.7395,7.275,6.0867,7.7321,7.0761,6.8368
ESR37252,7.7011,7.0626,7.063,6.8195,6.9391,7.0658,6.9541,6.3629,7.9594,8.252,7.096,7.5431
ESR60062,6.8718,6.1259,6.7621,6.3695,6.9391,7.0228,6.2801,5.4629,6.1986,6.2147,5.9096,5.4631
ESR50746,5.5928,4.6974,5.4168,5.1811,5.2777,5.0678,3.652,4.6444,5.3417,5.3692,4.6191,4.9104
ESR33693,5.9203,5.9035,5.4808,6.8948,6.1607,5.5032,6.5676,6.0249,7.0235,6.8579,6.5222,6.5584
ESR46217,6.8099,7.2444,6.9769,7.241,7.6024,7.5781,8.2233,8.5562,7.6797,7.1309,8.1044,7.7721
ESR51958,8.2005,7.4883,8.083,7.9549,7.9154,8.0865,7.0506,6.396,7.2131,7.5241,7.3486,7.3438
ESR32746,8.5425,8.4883,8.7673,8.2218,8.8659,8.4698,8.1555,7.5048,9.5109,9.1728,8.1621,8.8682
ESR34239,7.2436,6.206,7.2941,6.74,6.2795,7.3876,6.4872,6.4284,5.5246,6.684,6.9065,6.7588
ESR54447,5.5174,5.7515,6.0851,6.3695,5.8383,6.3711,4.8073,4.7505,5.687,5.6472,5.4356,5.1735
ESR47003,3.1567,4.9038,4.2845,4.4697,4.025,4.4412,4.6189,3.7602,5.2054,4.5707,4.2452,4.3251
ESR40373,8.1884,9.9651,9.2526,9.8359,9.934,9.1578,9.9433,9.7824,9.9203,9.3628,9.9806,9.701
ESR40451,5.4378,4.8043,5.8631,4.0094,4.7286,5.0678,4,4.7505,4.9733,5.2904,4.8235,4.9104
ESR37095,5.264,6.5511,6.6274,7.0122,7.3178,6.5332,6.6924,6.9799,6.9614,6.885,7.096,7.1124
ESR40222,4.7077,5.4561,5.4168,5.7665,5.7857,5.228,5.9608,5.8921,6.603,6.4504,6.2303,5.7041
ESR36129,6.0329,5.6405,5.7638,5.712,6.4912,5.3019,5.0506,5.2622,5.5246,6.0807,5.7179,4.4627
ESR65224,7.196,5.804,7.0837,6.5356,6.865,7.0869,5.7925,5.7457,6.3678,6.2568,6.0789,6.4301
ESR37745,5.264,6.1259,6.1651,6.919,7.0095,6.7599,6.7395,6.9129,7.1772,6.8022,6.3997,6.8112
ESR32701,5.264,4.582,4.7672,3.5933,3.8312,3.7915,4.7162,4.269,4.6966,4.2759,3.739,4.8108
ESR56682,7.5579,6.5511,8.0306,6.6267,6.8901,7.0658,6.8721,6.0666,6.7326,6.8022,6.4622,6.3961
ESR57458,5.0665,3.8048,4.546,3.3295,4.025,4.3041,4.7162,3.9504,3.9036,4.5707,4.9158,4.8108
ESR57130,7.1716,7.9851,7.3971,7.7672,7.7331,7.5631,8.6804,8.9729,7.6538,7.6239,8.2356,8.2328
ESR61173,4.8375,5.5203,5.7638,5.535,5.9853,6.405,6.1813,6.185,4.8868,6.4137,5.8169,6.0912
ESR63770,4.9565,5.0843,6.0003,5.011,5.554,5.9333,4.974,4.7505,4.8868,6.4137,5.6115,5.2515
ESR55814,5.8604,4.9968,4.6608,5.9186,4.4867,5.1501,5.652,5.6934,5.8784,6.0807,5.7179,5.7586
ESR35286,6.2348,5.804,5.956,5.5965,6.0757,5.9791,6.402,5.5828,4.8868,4.8154,5.1618,5.1735
ESR64640,3.7904,4.1671,3.774,4.0094,3.342,3.3086,4,4.942,4.4774,4.8154,3.5213,4.1731
ESR47070,7.0696,6.6112,6.5097,5.9186,6.2409,5.9333,7.1926,5.4629,6.3025,6.5884,6.6884,7.1124
ESR45025,8.4941,7.0626,7.8727,7.0783,6.424,7.4701,7.9608,7.6072,7.2482,7.7321,7.4447,7.7588
ESR49408,4.9565,4.582,5.0461,4.7111,5.1169,4.8876,4,3.2824,4.7949,4.5707,4.5049,5.091
ESR34852,7.4402,7.4722,7.1442,7.0345,6.8394,7.0445,7.9103,8.689,7.5591,6.9376,7.9162,7.6038
ESR54639,4.9565,4.319,4.6608,4.7111,3.6072,5.3722,3.652,4.6444,4.7949,4.8154,4.0954,4.1731
ESR66938,11.8495,10.4352,11.2199,10.6143,10.3116,11.4029,10.7308,10.1161,10.9159,11.513,10.5294,10.9856
ESR43977,3.1567,4.6974,3.9649,4.4697,5.3519,4.6816,4.4021,4.6444,4.5912,4.6982,4.2452,4.7038
ESR33019,7.1716,6.5511,6.7362,5.819,6.3892,6.651,7.7472,7.1832,7.0831,6.8022,7.2634,7.5117
ESR64654,5.0665,6.6404,5.7115,6.6559,6.8394,6.1884,6.5413,5.982,6.603,5.984,6.7398,6.6186
ESR36801,4.4069,5.6971,5.8143,4.9178,4.8359,5.228,4.974,4.4052,4.3539,4.9237,4.0954,5.091
ESR33751,6.3696,8.2538,7.6544,8.2412,7.9985,8.0333,8.138,7.9118,8.4412,7.8328,7.7125,7.9581
ESR49745,3.5081,5.2447,4.4211,4.8181,5.2777,4.8876,4.893,5.3991,4.4774,4.5707,4.9158,5.3255
ESR34741,4.8375,4.319,4.2845,4.0094,3.342,3.7915,4.893,3.9504,3.9036,4.8154,3.9282,5.0035
ESR49058,5.264,5.0843,6.4147,5.819,6.3892,4.7883,5.7925,6.1466,6.0867,5.984,6.2303,6.1331
ESR42923,8.1263,7.7778,7.6405,7.6562,8.3638,7.5929,8.7738,8.6066,8.9584,8.8479,8.7991,8.6187
ESR66242,6.6775,6.282,5.9103,5.535,5.938,5.6799,6.6438,7.3274,6.603,6.0332,6.4313,6.8619
ESR61866,9.9621,9.5002,9.783,10.3434,10.0555,10.3287,9.0365,8.7414,10.0328,10.5311,9.6983,9.7821
ESR56380,9.5771,9.0786,9.3109,9.0785,9.0045,9.0968,8.3115,7.9004,8.3633,8.6333,8.2266,8.1938
ESR41236,4.8375,4.319,5.3499,5.0985,5.0291,5.6234,5.0506,5.1886,5.9654,5.5826,4.0954,4.9104
ESR33917,5.9203,5.5203,5.9103,5.2592,4.9358,5.6799,5.7004,5.7457,4.3539,6.2568,5.7683,6.0912
ESR55556,8.2479,8.8852,8.5683,8.3253,8.252,8.629,7.5633,7.1641,7.5591,7.5914,7.9273,7.7182
ESR44447,5.5174,5.5203,5.8631,5.4708,6.1188,4.9805,6.431,6.7688,6.1986,5.7091,6.0384,6.6186
ESR41235,4.8375,4.8043,5.206,5.3332,3.6072,5.228,5.1926,4.1185,5.4053,4.6982,4.725,4.9104
ESR41622,5.9777,5.8546,5.4808,4.7111,4.7286,5.4392,5.9205,6.4284,5.2752,5.5149,6.0384,6.0038
ESR58404,4.7077,6.041,5.4168,5.7665,5.2777,5.4392,5.1926,5.0289,5.2752,5.1187,3.9282,5.091
ESR35152,6.4119,7.0409,6.0851,6.4043,6.458,6.0665,6.893,7.6213,6.2687,6.3374,7.3151,7.2893
ESR37424,4.7077,4.4565,4.4211,4.332,4.025,4.9805,3.1926,4.4052,3.7157,4.9237,3.9282,3.8102
ESR45286,4.8375,4.9968,3.9649,4.4697,5.4224,4.4412,4.8073,5.7457,4.2188,4.5707,5.3719,5.091
ESR55459,7.0958,7.939,7.5687,7.7937,8.3182,7.4212,7.8896,8.229,8.7166,8.7774,8.4743,8.4386
ESR39639,8.8651,10.1359,9.1677,9.692,9.9035,9.5209,10.3929,10.0604,9.6254,9.8451,10.7013,10.3812
ESR40464,5.7981,4.1671,5.542,4.4697,5.6745,5.1501,4.8073,5.5241,4.4774,5.1187,5.4356,5.091
ESR60869,6.9311,7.1863,7.5087,6.6559,6.8901,7.1281,7.6884,8.4964,7.412,7.6556,6.5797,7.2134
ESR44362,3.7904,4.4565,5.0461,3.3295,4.6127,4.4412,4,3.2824,4.4774,4.5707,4.2452,4.3251
ESR47255,4.4069,4.1671,4.959,4.9178,4.9358,4.9805,4.2801,3.2824,3.7157,4.5707,4.2452,4.4627
ESR41951,6.3261,7.6689,7.1442,8.0347,8.2027,7.7595,7.4405,7.8173,8.2025,7.9007,7.5778,8.0152
ESR63853,6.6775,8.3363,7.4932,8.5898,8.3182,8.1777,7.6884,8.1918,8.4488,7.747,7.8823,8.1938
ESR41115,6.5318,7.6547,7.3465,6.9663,7.1198,6.8365,7.9805,7.4895,8.5007,7.3983,7.6058,7.1937
ESR48752,5.0665,6.7514,5.8143,6.767,6.9148,6.8365,6.1468,6.3629,6.6562,6.5551,6.4925,6.6186
ESR36326,6.9311,5.9966,6.54,5.8697,5.6745,6.1884,6.1115,6.329,5.7859,4.8154,6.3997,6.2517
ESR44031,9.2501,8.4311,8.9364,8.6049,8.6983,9.0653,8.1813,7.4585,7.9054,8.482,8.0647,7.9926
ESR41135,7.0158,7.1258,6.7097,6.767,7.0546,6.8611,7.6643,8.2563,7.4726,6.4504,7.8823,7.2893
ESR61171,5.0665,3.9973,4.6608,4.332,3.342,3.9833,3.8365,4.7505,3.4996,4.4308,4.3809,4.7038
ESR46056,3.5081,4.8043,4.1336,4.9178,4.8359,3.9833,3.652,4.942,4.9733,4.5707,4.5049,4.003
ESR43842,6.4929,6.3889,6.5697,6.1411,5.7312,6.0665,6.8292,7.7926,6.3025,6.1715,6.6077,6.0038
ESR39372,11.0838,9.8356,10.3774,9.8359,10.0721,10.3265,9.721,9.8615,8.8933,10.4743,10.1588,10.2183
ESR39709,3.5081,3.9973,4.546,3.3295,4.7286,3.5701,4.6189,4.5297,4.2188,3.4044,4.2452,4.5883
ESR51724,4.8375,6.6404,5.6007,6.7125,6.4912,6.5022,6,6.1466,6.2341,5.8254,5.9538,6.3961
ESR54314,3.5081,5.1667,4.7672,4.4697,5.1995,5.1501,4.8073,4.269,5.1321,4.9237,4.2452,4.1731
ESR46876,7.9652,8.4058,8.1136,8.4218,8.0551,8.1176,8.6561,9.7698,8.7659,8.2415,9.0231,8.964
ESR56688,4.7077,5.389,4.8663,4.332,4.9358,4.6816,3.652,3.9504,4.5912,3.6763,4.8235,4.5883
ESR53889,6.7452,5.6405,5.1283,5.1811,5.7857,5.3722,6.0381,5.3991,5.2752,4.9237,5.8169,4.9104
ESR38390,4.5651,5.6405,5.1283,5.535,5.9853,4.9805,6,5.6934,6.3025,5.4439,6.0384,6.1737
ESR41759,5.1686,6.1259,5.1283,5.3332,5.7857,5.0678,6.5935,6.46,5.7859,5.3692,6.1566,5.6476
ESR56018,7.8,9.1308,8.7217,9.0677,8.9578,8.8483,9.3449,9.9337,9.2801,8.7556,9.4392,9.4344
ESR37811,7.4402,7.0189,7.539,6.0562,6.1188,6.9784,6.6683,5.8921,7.0436,6.9116,6.4925,6.6477
ESR46272,5.264,5.6971,5.6572,5.1811,5.1995,4.9805,6.1813,6.4284,5.2054,4.5707,5.9096,5.5886
ESR57940,8.552,7.3715,7.965,7.0783,6.4912,7.5017,7.4826,6.9579,7.0031,7.5068,7.332,7.6622
ESR42466,7.3988,8.9622,8.1534,9.1366,9.2474,8.6503,8.5009,8.6484,8.8483,8.8479,9.1425,9.1486
ESR62753,6.4119,6.4228,5.956,5.4708,5.554,6.1083,6.7162,7.3102,6.1986,5.8802,6.7398,6.4957
ESR55741,6.9311,6.0841,6.7362,5.535,5.889,5.6234,6.6189,6.9579,6.2341,5.8254,5.5552,6.3257
ESR48978,5.0665,4.9038,5.6572,4.5954,4.9358,4.9805,5.602,4.5297,5.687,4.6982,6.2303,5.4631
ESR42127,10.5115,10.0571,10.1181,10.7147,10.2426,10.7883,9.7152,9.1579,9.9338,10.9061,9.708,9.7387
ESR62650,5.1686,5.1667,4.1336,4.332,4.9358,5.0678,4.6189,5.1109,5.3417,4.5707,4.3809,3.5876
ESR40796,6.0861,5.389,5.1283,5.819,4.6127,4.3041,5.8365,5.2622,5.4662,5.5826,4.8235,5.1735
ESR55409,7.4402,6.5815,6.54,5.8697,6.1607,6.8365,6.3115,5.7961,5.4662,6.6528,6.1566,6.1737
ESR55702,6.4119,6.4228,7.2022,6.2973,6.5237,6.7334,6.7851,6.0249,6.4606,6.8022,5.864,5.1735
ESR48274,10.3305,9.6221,9.8571,9.1469,9.3138,9.5703,10.6668,10.6869,9.5145,9.5307,10.3774,10.0539
ESR33960,7.3776,6.6404,7.1638,5.5965,6.8134,6.405,6.6189,7.4428,6.8515,6.4504,7.0355,6.1737
ESR38287,4.2292,3.5826,3.774,3.3295,4.1959,4.1526,4.6189,4.8494,4.8868,4.4308,4.2452,5.0035
ESR38368,4.0264,4.4565,4.4211,4.0094,4.4867,3.5701,3.8365,4.1185,4.5912,5.4439,4.9158,3.8102
ESR47280,7.6491,7.0189,6.8854,5.7665,6.3892,6.5636,7.2424,7.3445,7.2482,7.4354,7.2808,6.9581
ESR47543,5.4378,4.1671,4.6608,4.9178,4.8359,4.5664,4.2801,5.1886,4.3539,3.905,4.5049,3.5876
ESR34966,4.7077,6.3185,4.8663,6.3695,6.0312,5.7867,5.652,5.8921,6.2687,5.5826,5.9538,5.7041
ESR62105,7.6133,7.2253,7.1243,6.6845,7.1198,7.3876,7.9205,8.3689,7.0831,6.8304,7.8823,8.0592
ESR66320,5.6645,4.582,4.7672,4.1797,5.2777,4.9805,4.7162,4.942,5.0549,4.6982,4.9158,3.5876
ESR62286,9.2617,9.0732,9.4963,9.0011,8.1723,9.2998,9.5201,7.8173,9.0997,9.0041,8.4819,8.7387
ESR45048,5.5174,4.6974,5.2798,5.4037,4.7286,5.0678,5.7925,5.5241,5.8329,6.376,6.2303,5.7041
ESR53150,4.7077,3.5826,4.4211,3.8163,4.8359,3.9833,4.8073,4.1185,4.3539,3.4044,4.0954,3.3243
ESR44097,5.5174,3.9973,4.4211,4.5954,4.6127,3.3086,4.6189,4.6444,4.0698,4.5707,4.6191,4.1731
ESR36117,8.0613,8.6688,8.2205,8.1417,8.3182,7.6924,9.3449,9.196,8.5923,8.362,9.1848,9.0152
ESR51726,5.5174,4.319,3.774,4.1797,4.7286,3.5701,4.5145,4.1185,5.0549,4.4308,4.3809,4.3251
ESR55943,9.1095,8.5739,8.9134,8.984,9.0719,8.8044,8.0191,7.9118,7.8833,8.199,7.7999,7.9228
ESR40175,6.2812,6.1259,6.3476,5.9659,5.889,5.8372,6.6438,6.9579,6.6821,7.6077,6.7648,6.8865
ESR54282,6.4119,7.8419,6.8373,8.3162,7.814,7.9323,7.5763,7.593,8.0216,7.747,7.738,7.9228
ESR61098,6.1374,5.4561,6.3476,5.2592,4.6127,5.6234,6.0752,5.1886,5.0549,5.6472,5.1618,6.0482
ESR41509,5.4378,4.6974,4.8663,4.332,4.1959,5.228,5.1926,5.2622,5.3417,4.4308,5.9967,4.8108
ESR41760,6.0861,6.456,6.2774,5.4037,6.3535,5.5645,7.0128,7.239,6.007,6.0807,6.5797,6.3257
ESR63087,8.8803,9.3047,9.8236,8.6271,8.7677,9.1677,9.0318,9.21,7.9804,9.7672,9.4392,9.5965
ESR63732,5.6645,7.354,6.5988,7.7538,7.0095,7.2451,7.0318,7.2927,7.1024,7.2397,6.7398,7.3258
ESR55918,5.1686,4.319,3.774,5.0985,5.2777,5.5032,4.4021,4.7505,4.4774,5.2904,5.3052,5.091
ESR61529,6.6425,6.1259,5.206,5.4037,6.1188,5.3722,6.1468,6.9799,5.8784,6.0332,6.4313,6.1737
ESR53812,6.2812,6.3541,6.0851,6.0118,6.7324,6.2643,6.9137,7.649,6.8285,6.2147,7.4291,6.7852
ESR40312,5.8604,6.4228,5.956,6.4714,5.9853,5.8861,5.1926,6.0249,5.2752,4.9237,5.0026,5.4631
ESR56771,5.7328,6.1665,5.8631,6.4043,6.2014,6.1083,6.6683,7.593,6.1623,6.684,6.8838,6.9108
ESR62829,7.0158,4.9968,6.5697,6.1818,6.2014,5.9333,6.431,7.0229,6.2341,6.2147,6.1566,6.1737
ESR61901,8.9174,10.4414,9.8661,10.9058,10.5528,10.5683,10.258,10.5901,10.5515,10.2816,10.6833,10.6604
ESR40603,5.9777,5.9035,5.9103,5.8697,5.554,6.1489,5.3219,4.269,5.0549,5.1187,5.5552,5.5272
ESR45733,3.7904,3.8048,4.2845,3.8163,4.6127,4.8876,4.4021,3.2824,3.9036,3.905,3.2647,3.3243
ESR52083,4.4069,4.582,5.206,4.1797,3.342,3.7915,4.5145,4.6444,3.4996,4.4308,4.2452,4.5883
ESR52705,4.0264,3.5826,4.959,3.5933,4.1959,3.9833,4.4021,5.1109,3.7157,3.905,4.725,4.5883
ESR57822,4.0264,2.9982,3.2939,4.4697,4.6127,3.3086,4.4021,3.7602,4.0698,3.905,4.3809,3.5876
ESR50942,6.9881,6.5815,6.7621,6.5666,5.9853,6.8611,7.6272,7.4741,6.8051,6.4137,7.7253,7.2893
ESR46959,5.4378,7.3363,6.0851,7.0996,7.0322,6.8114,6.7395,6.8426,7.1588,6.9376,7.0355,6.8619
ESR61798,7.6133,8.2253,8.0727,7.7672,8.2808,8.0224,9.1278,9.2239,8.2203,8.087,8.9756,8.6187
ESR36741,11.1663,11.5586,11.393,11.0678,11.4988,11.0639,12.3504,12.6653,11.5185,11.3343,12.2265,11.8001
ESR52614,5.4378,5.389,4.6608,4.4697,5.7312,4.5664,4.7162,5.1109,5.6349,5.2071,4.2452,4.3251
ESR60002,8.4338,8.4963,7.7868,8.0458,8.684,7.9206,9.1713,9.4096,8.3144,8.806,9.2439,8.7044
ESR61328,8.6167,7.5964,7.6405,6.9429,6.5554,7.5328,7.2747,7.5199,7.2655,7.0849,6.8838,7.6764
ESR64552,5.5174,4.8043,5.9103,5.2592,5.3519,5.6799,4,4.6444,4.9733,5.2904,4.9158,4.7038
ESR55694,8.0209,7.8791,8.5902,7.9312,8.0551,8.2259,8.215,7.4741,7.7178,7.9528,7.056,6.7043
ESR60879,5.8604,5.5816,5.4808,4.8181,5.7312,5.3722,6.1468,6.1072,5.7859,4.4308,5.7683,5.0035
ESR46093,6.6775,5.0843,5.3499,5.8697,5.2777,5.4392,5.1233,5.4629,6.1623,5.6472,4.8235,5.091
ESR64055,6.4119,6.0841,6.8854,5.4708,5.1995,5.8372,6.1115,5.6934,5.4662,5.2904,5.9538,5.1735
ESR55697,9.1846,8.5739,9.4128,8.5281,8.2996,9.0493,8.4093,7.7161,8.1006,8.4552,7.9273,8.004
ESR37958,4.9565,4.8043,4.2845,4.7111,3.0167,4.1526,4.4021,4.6444,4.0698,4.4308,4.725,4.8108
ESR61965,7.0696,6.5815,6.8854,6.0562,6.1188,5.8861,7.226,7.0016,6.3025,6.3374,7.3975,7.2134
ESR35171,5.5174,7.354,6.7876,7.5669,7.2992,7.0008,7.0506,6.9356,7.1588,7.2605,6.6884,7.1537
ESR34969,10.6702,10.4079,10.5001,10.0705,10.7109,10.1376,11.2536,11.4958,10.0378,10.0442,10.6899,9.7353
ESR58225,6.6775,8.1763,7.5687,8.1722,8.1413,7.8607,8.2721,8.6206,8.4934,7.5581,8.2266,8.102
ESR52030,7.6313,6.282,6.5097,6.2598,6.0757,6.9092,6.6438,6.1466,6.0867,7.0849,6.0384,5.8617
ESR65765,4.7077,4.4565,3.774,5.1811,4.3486,4.3041,3.1926,4.4052,4.8868,4.4308,4.6191,4.003
ESR50751,4.9565,4.9968,4.2845,5.0985,4.9358,4.5664,5.4405,6.2224,5.2054,4.5707,5.6657,5.091
ESR36182,6.1869,5.1667,6.2409,5.5965,4.9358,6.1083,5.3824,5.0289,4.8868,5.7684,5.0844,4.9104
ESR39227,8.3051,8.3973,8.626,9.0893,8.8532,9.0168,7.6764,7.3445,8.4934,8.5512,7.971,8.2519
ESR59982,5.264,5.0843,4.2845,4.7111,5.1169,4.9805,3.652,4.269,4.9733,5.5149,4.3809,4.7038
ESR62444,8.4743,8.5433,8.5829,7.8827,8.655,8.0224,9.3972,9.5559,8.9531,8.8131,9.3797,8.9698
ESR39591,9.5155,8.7107,9.1822,8.536,8.1723,9.0547,8.9239,8.5995,7.7052,8.0396,8.8642,9.0861
ESR66789,9.1286,9.1763,9.0302,8.8198,8.8209,8.7853,9.7615,10.3972,9.0948,8.9918,9.7587,9.9199
ESR54908,5.6645,6.8792,6.1651,6.5666,6.3892,5.5032,6.3423,6.7173,7.2131,6.8022,6.9725,6.8619
ESR56817,4.0264,4.1671,4.546,5.4037,4.3486,4.6816,4.5145,3.7602,5.4053,3.905,4.2452,4.5883
ESR63992,5.6645,4.582,5.4808,5.1811,5.6745,5.4392,4.6189,5.1109,4.9733,5.2904,4.5049,4.003
ESR34396,12.6902,12.0062,12.522,12.2575,12.1766,12.432,11.2965,11.3366,11.3172,11.6651,11.4103,11.4959
ESR40355,7.3122,6.9965,7.063,7.202,6.7324,6.8611,6.2479,6.0666,6.5477,6.2147,5.6115,6.2517
ESR47815,13.0182,12.2276,12.6453,12.7811,12.4309,13.1948,11.8559,11.3043,12.0493,12.5196,12.1502,12.1658
ESR39018,10.8307,10.2561,10.6449,10.5497,10.7302,10.6607,9.3141,9.4217,10.2213,10.2112,9.7015,9.8401
ESR40005,4.0264,4.4565,4.8663,5.011,4.1959,5.3019,4.6189,3.541,5.3417,4.8154,4.6191,4.4627
ESR55544,6.2812,5.7515,5.8631,6.1818,5.4897,6.2643,4.7162,5.2622,5.3417,5.933,5.3052,4.9104
ESR48631,4.8375,2.9982,4.546,4.5954,4.6127,4.1526,4.6189,4.6444,4.8868,4.2759,4.9158,4.1731
ESR34811,5.5174,3.9973,4.7672,5.1811,5.4897,5.0678,4.6189,4.269,4.9733,4.9237,3.9282,4.7038
ESR62131,7.684,6.3889,6.5097,6.6845,6.9629,6.8114,5.9608,6.329,6.5756,6.4137,5.9967,5.7041
ESR56862,9.4306,8.3093,8.9647,8.0784,8.0989,8.3958,9.0412,9.4884,8.3227,7.9655,8.6186,8.8305
ESR39307,3.5081,4.9968,4.2845,4.4697,5.1995,4.6816,4.893,4.7505,5.4662,5.2071,4.6191,5.091
ESR36581,7.22,6.3541,6.54,6.0562,5.889,7.0008,7.6397,7.0229,6.8965,7.0614,7.3151,6.9581
ESR57935,4.5651,4.9038,5.206,4.8181,4.7286,4.4412,4.4021,5.1109,3.4996,5.4439,5.2353,4.4627
ESR50676,5.3535,5.9966,5.6572,4.9178,5.889,4.9805,4.7162,5.1886,5.5246,4.4308,5.0026,4.4627
ESR64863,5.7981,5.5203,5.7115,5.1811,5.4224,5.228,6.7162,6.664,5.9654,5.7684,6.4622,5.7041
ESR54485,8.5425,8.9389,8.8842,8.5123,8.309,8.7658,7.7586,7.4428,8.7839,8.4461,7.5778,7.9697
ESR61477,7.043,6.041,5.6007,5.9659,5.2777,6.1884,6.7395,6.396,5.8784,5.5826,5.6115,5.6476
ESR37714,8.7789,9.3758,9.2248,9.0893,9.1258,8.7058,9.6052,10.5954,9.543,9.2425,9.7015,9.9465
ESR60104,3.5081,4.1671,3.9649,5.0985,4.6127,4.5664,4.8073,3.9504,3.9036,4.1023,4.3809,3.3243
ESR42464,7.8623,9.1257,7.5979,8.9313,9.1929,8.6503,8.3799,8.689,8.8878,8.9019,9.0488,9.228
ESR42619,7.1468,7.105,7.3636,7.4046,7.4588,7.1878,6.3725,6.2588,6.9824,6.7443,5.9096,6.3257
ESR50773,5.9203,4.8043,5.3499,5.011,5.1995,4.9805,6.402,5.8449,5.1321,4.6982,5.864,5.396
ESR51152,7.4605,7.2059,7.908,7.6417,7.7741,7.6924,6.215,6.6086,7.1588,6.8304,6.8374,6.9812
ESR45060,5.6645,6.1665,6.4787,5.7665,5.889,5.5032,6.6683,7.1252,6.1986,5.933,6.8608,6.7318
ESR62055,11.0507,9.8575,10.1306,10.1698,9.7644,10.1848,9.5534,8.9508,9.5036,9.9481,9.5692,9.4958
ESR58017,7.595,6.7514,5.956,6.7935,6.2795,7.4539,6.2801,7.0229,6.0474,6.9116,6.662,7.0483
ESR60281,6.3696,4.319,5.8631,5.0985,5.0291,5.8372,5.3219,5.6934,5.3417,5.7091,5.7179,5.5886
ESR40174,3.7904,4.319,4.1336,4.4697,4.8359,3.3086,4.5145,4.8494,4.5912,5.2904,4.0954,4.3251
ESR59306,6.8099,5.7515,6.8615,5.5965,6.0312,6.3711,6.7162,5.8921,6.4902,7.0375,5.6115,5.9106
ESR48186,4.7077,4.8043,4.1336,3.8163,3.8312,4.3041,5.1233,5.3323,4.5912,3.6763,4.3809,4.5883
ESR49046,4.8375,3.9973,3.774,3.5933,3.6072,3.7915,4.2801,4.5297,4.6966,3.4044,4.9158,4.1731
ESR46993,3.7904,4.1671,3.774,4.1797,3.342,2.9889,4.893,3.9504,4.0698,4.2759,4.3809,4.5883
ESR52017,7.3343,6.5511,7.0206,6.1818,6.865,6.7334,7.652,7.8294,7.4577,7.4536,7.6601,7.6333
ESR38862,6.5318,6.4228,6.0851,6.2598,6.424,5.9791,7.5633,7.3945,6.8285,6.7736,7.2278,7.1124
ESR34073,6.4929,6.3889,5.7115,5.9659,6.2409,5.7867,6.8508,7.0229,5.8784,5.2071,6.6351,6.2133
ESR51727,4.5651,4.1671,4.8663,4.8181,3.6072,3.7915,4.1468,3.541,4.4774,4.1023,3.5213,4.9104
ESR49279,6.1374,7.939,7.5834,8.1823,7.8907,7.7855,7.7472,7.8173,8.0012,7.8739,7.8239,7.8743
ESR51716,4.8375,6.2445,5.3499,6.2598,5.9853,5.9333,5.9205,6.7173,6.3025,6.3374,6.3674,6.4957
ESR47764,5.6645,5.4561,4.546,5.6554,5.6155,5.8372,6.0752,6.0249,6.3994,6.4861,6.2658,6.0038
ESR49695,6.2348,6.9272,5.6007,6.2973,6.7869,6.0665,6.7625,7.3445,6.4902,6.0807,7.0761,7.0914
ESR39995,10.8327,10.4922,11.4258,10.6849,10.7457,10.9319,10.0614,9.9224,10.1183,10.1761,9.625,9.9955
ESR54476,6.1869,5.4561,6.447,5.3332,5.889,6.1083,5.7004,5.1109,6.007,5.3692,5.5552,4.5883
ESR34907,12.2263,12.1224,11.8289,11.7931,11.1994,11.9529,13.1801,12.6716,12.4038,12.0311,12.6696,12.5485
ESR39328,5.4378,5.7515,6.0003,6.3338,6.7324,6.1489,5.7472,5.8449,5.9654,6.2976,5.0026,5.0035
ESR42346,6.4929,6.041,5.7638,5.5965,5.7857,6.1083,5.1926,5.4629,4.9733,5.3692,4.6191,5.3255
ESR33178,5.4378,4.4565,5.542,4.9178,4.4867,4.8876,4.6189,4.8494,4.7949,5.8254,3.9282,4.9104
ESR54336,6.6775,8.1563,7.3804,8.1823,8.2616,8.0004,7.9805,7.8415,8.5366,7.8874,8.3558,8.5038
ESR62361,5.7328,5.1667,5.206,5.535,5.4224,4.8876,4.6189,6.329,5.9225,5.8254,5.9096,6.1737
ESR59118,4.5651,5.5816,5.542,4.9178,5.6745,4.1526,5.3219,5.5828,5.2054,4.4308,4.6191,5.2515
ESR65319,5.9777,7.105,6.2774,7.5669,7.3362,7.1681,6.4594,6.4284,7.316,6.8022,6.1939,6.9346
ESR37709,4.5651,4.582,3.774,4.332,5.1169,3.9833,4.5145,4.1185,4.5912,3.069,4.2452,4.5883
ESR45819,7.9794,6.6112,7.2762,6.6845,6.2795,6.7859,6.7625,7.0851,6.4303,6.376,6.0384,6.4957
ESR41837,6.2812,5.5203,6.4787,5.712,6.0757,5.6234,5.4405,6.396,6.4902,7.1754,5.7179,6.3961
ESR59920,6.1869,5.9508,5.7638,5.6554,5.8383,6.3008,5.2587,4.8494,4.9733,4.9237,5.0844,5.091
ESR65945,5.7981,6.041,5.7115,5.1811,5.889,4.6816,6.5145,6.396,5.6349,5.984,5.3719,6.1737
